CONSECUTIVO;FECHA DE INSCRIPCION;DEPARTAMENTO DE INSCRIPCION;MUNICIPIO DE INSCRIPCION;CODIGO DIVIPOLA DEPARTAMENTO;CODIGO DIVIPOLA MUNICIPIO;NOMBRE DEL ESTABLECIMIENTO;DIRECCION;AREA;CORREO ELECTRONICO;PREPARACION ALIMENTOS;COMEDORES;EXPENDIO ALIMENTOS;GRANDES SUPERFICIES;ENSAMBLE ALIMENTOS;ALMACENAMIENTO;VENTA VIA PUBLICA;EXPENDIO BEBIDAS ALCOHOLICAS;PLAZAS DE MERCADO;EXPENDIO CARNES;LUGAR DE FUNCIONAMIENTO PARA EXPENDIOS Y ALMACENAMIENTO DE CARNES Y PRODUCTOS CARNICOS COMESTIBLES;INSPECCIONADO POR LA ENTIDAD TERRITORIAL DE SALUD;FECHA DE LA ULTIMA INSPECCION;CONCEPTO ANTERIOR;INSCRIPCION VIGENTE
2708;03/23/2022 12:00:00 AM;NORTE DE SANTANDER;CHINACOTA;54;172;CLEO RESTAURANTE CHINACOTA;CARRERA 4 NO 14-31 SAN CRISTOBAL;URBANA;cleorestaurante@gmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI /;NO APLICA;SI;03/23/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2513;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;LICORERIA Y FUENTE DE SODA TELLOVA;CALLE 26A # 9-83 BARRIO GRAN COLOMBIA;URBANA;nohemitellez ovallos@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA;NO APLICA;SI;03/24/2022 12:00:00 AM;FAVORABLE;SI
2525;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE CAMPESTRE LAS SHAMACAS;KDX19 VEREDA LAS PIEDRAS;RURAL;angelicamarsansil@gmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;NO;1/01/1900 0:00;FAVORABLE;SI
2589;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;RESTAURANTE ESCOLAR CENTRO EDUCATIVO RURAL CHICHIRA;VEREDA CHICHIRA;RURAL;colegiochichira@yahoo.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;03/24/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2596;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;EXPENDIO DE CARNE MERCADO CUBIERTO LOCAL 048 YENI AURORA FLOREZ VERA;CASA MERCADO CUBIERTO DE PAMPLONA;URBANA;ninitaflorez@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Plaza de mercado /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2597;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;EXPENDIO DE CARNE MERCADO CUBIERTO LOCAL 050 XILENA GERALDINE BLANCO GRANADOS;CASA MERCADO CUBIERTO DE PAMPLONA;URBANA;anelix30@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Plaza de mercado /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2621;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CALIXTO;54;670;SEDE INTEGRADA;BARRIO EL TAMACO;URBANA;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Otros /;SI;05/22/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2627;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CALIXTO;54;670;SEDE EL MILAGRO;VEREDA LAS DAMAS;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Otros /;NO;1/01/1900 0:00;DESFAVORABLE;SI
2629;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CALIXTO;54;670;SEDE PALMARITO;CORREGIMIENTO DE PALMARITO;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Otros /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2630;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CALIXTO;54;670;COLEGIO CAYETANO FRANCO PINZON;CALLE 8 N° 40;URBANA;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Otros /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2647;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;EXPENDIO DE CARNE MERCADO CUBIERTO LOCAL 032 MARTHA EVA GRANADOS;CASA MERCADO CUBIERTO DE PAMPLONA;URBANA;granadosmarthaeva55@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Plaza de mercado /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2648;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;EXPENDIO DE CARNE MERCADO CUBIERTO LOCAL 033 JEISON BLANCO GRANADOS;CASA MERCADO CUBIERTO DE PAMPLONA;URBANA;jefranxis@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Plaza de mercado /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2689;03/24/2022 12:00:00 AM;NORTE DE SANTANDER;LOS PATIOS;54;405;HOGAR COMUNITARIO NUBELUZ;AV 8 # 205-2B-A;URBANA;yeceniavivasvargas@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/24/2022 12:00:00 AM;FAVORABLE;SI
2572;03/25/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;RESTAURANTE ESCOLAR SEDE JARDIN NACIONAL;PARQUE INTRA VIA LOS TANQUES BARRIO CARIONGO;URBANA;salesianaspamplona@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;03/25/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2625;03/25/2022 12:00:00 AM;NORTE DE SANTANDER;ABREGO;54;3;TIENDA ARA 0817 ABREGO;CRA 6 # 14-22/28 CENTRO;URBANA;impuestos@jeronimo-martins.com;NO APLICA;NO APLICA;NO APLICA;Hipermercado / Supermercado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Supermercado/ minimercado /;NO;1/01/1900 0:00;FAVORABLE;SI
2514;03/28/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO FLORECITAS;CALLE 32 KDX 12-4B LUIS CARLOS GALAN;URBANA;bustoshernandezclaudiamilena@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/28/2022 12:00:00 AM;FAVORABLE;SI
2515;03/28/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LA ORQUIDEA;CARRERA 14 # 25-73 GRAN COLOMBIA;URBANA;mary.sol.r.v@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/28/2022 12:00:00 AM;FAVORABLE;SI
2526;03/28/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;673;VIVERES Y LICORES EL ESTRIBO;VEREDA SAN ISIDRO KDK 1EA;RURAL;joelflores83@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA /;Independiente /;NO;1/01/1900 0:00;FAVORABLE;SI
2619;03/28/2022 12:00:00 AM;NORTE DE SANTANDER;OCANA;54;498;CARNICERIA VALERY MANUELA;MERCADO PUBLICO;URBANA;no dato;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
3038;03/28/2022 12:00:00 AM;NORTE DE SANTANDER;PUERTO SANTANDER;54;553;TIENDA ESCOLAR COLEGIO PUERTO SANTANDER;CRR 9 CLL 3 BARRIO BERTRANIA;URBANA;yudeysi_0325@hotmail.com;Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2528;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO BANNER Y FLAPPY;CARRERA 9 # 2N-46 BARRIO SANTANDER;URBANA;udsbanneryflappy@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/29/2022 12:00:00 AM;FAVORABLE;SI
2529;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO CHIQUITIN;CARRERA 9 # 5N-29 BARRIO SANTANDER;URBANA;maribelpallaresmojica@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/29/2022 12:00:00 AM;FAVORABLE;SI
2530;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO CLAVELITOS;CALLE 1N # 10-28 BARRIO SANTANDER;URBANA;brandonstiven218@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/29/2022 12:00:00 AM;FAVORABLE;SI
2531;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO CARITAS FELICES;CARRERA 9 # 4N-61 BARRIO SANTANDER;URBANA;doriszulay49@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/29/2022 12:00:00 AM;FAVORABLE;SI
2565;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;RESTAURANTE Y CAFETERIA CORRALITO BURGER;KR 2A # 0-21 BR EL BUQUE;URBANA;seanca@gmail.com;Restaurante / Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;03/29/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2588;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;TOLEDO;54;820;CENTRO EDUCATIVO RURAL LA UNION, SEDE EL CEDRAL;VEREDA EL CEDRAL, SEDE RURAL ELCEDRAL;RURAL;toledounion16@outlook.es;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;9/06/2019 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2599;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;TOLEDO;54;820;CENTRO EDUCATIVO RURAL LA UNION, SEDE LA UNION;VEREDA LA UNION, CER LA UNION;RURAL;toledounion16@outlook.es;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;03/14/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2615;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;SARDINATA;54;720;HOGAR LOS PITUFOS;CALLE 4 N°3-11 B. TAMARINDO;URBANA;zuraro01@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;2/04/2020 0:00;FAVORABLE;SI
2617;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;SARDINATA;54;720;HOGAR EXTROVERTIDOS;CALLE 6 N°3-17 B. TAMARINDO;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;2/04/2020 0:00;FAVORABLE;SI
2667;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;CACHIRA;54;128;LA CARRERA;CORREGIMIENTO LA CARRERA;RURAL;cerlacarrera@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/19/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2686;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;EL TARRA;54;250;INSTITUCION EDUCATIVA FILO GRINGO;CORREGIMIENTO FILO EL GRINGO;RURAL;rafawilches66@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;09/19/2018 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2687;03/29/2022 12:00:00 AM;NORTE DE SANTANDER;EL TARRA;54;250;SEDE INTEGRADA EL TARAA;BARRIO SAN RAFAEL;URBANA;hector.72@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;03/14/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2532;03/30/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO WINNIE POOH;CALLE 1N # 10-41 BARRIO SANTANDER;URBANA;morenomiryam20@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/30/2022 12:00:00 AM;FAVORABLE;SI
2533;03/30/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO MICKY MOUSE;CALLE 4N # 8-19 BARRIO SANTANDER;URBANA;luz.roesdiva@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/30/2022 12:00:00 AM;FAVORABLE;SI
2534;03/30/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LOS TRAVIESOS;CALLE 4N # 7-47 BARRIO SANTANDER;URBANA;myriamduran2015@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/30/2022 12:00:00 AM;FAVORABLE;SI
2535;03/30/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LOS CARIÑOSITOS;CARRERA 7 # 5N-35 BARRIO SANTANDER;URBANA;angelyna2929@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;03/30/2022 12:00:00 AM;FAVORABLE;SI
2550;03/30/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;RIKYHELADOS;KDX 8 LOCAL 4 VEREDA LA ESPERANZA;RURAL;deisyzambranog26@gmail.com;Jugos, Frutería y/o Heladería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2649;03/31/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;TIENDA MIXTA MINIMARKET;AV 2 # 10-02;URBANA;camacho.dianac@gmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2650;03/31/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;AUTO SERVICIO ERLEY;AV 1#11-138;URBANA;elfarmora27@hotmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2651;03/31/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;DEPOSITO DE LICORES LOS PINOS;AV 1 # 12-03 EL TRIUNFO;URBANA;amparocadena082@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
3271;03/31/2022 12:00:00 AM;NORTE DE SANTANDER;BUCARASICA;54;109;HOGAR LOS PITUFITOS;CARRERA 4 N°2-34 B .CENTRO;URBANA;eliortega86@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;ACTIVO
2536;4/01/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LAS ARDILLITAS;CARRERA 16 # 5N-55 ANTONIO NARIÑO;URBANA;nataliarodriguez411@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;4/01/2022 0:00;FAVORABLE;SI
2537;4/01/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO MI SEGUNDO HOGAR;CARRERA 17 # 4N-55 ANTONIO NARIÑO;URBANA;melany.18@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;4/01/2022 0:00;FAVORABLE;SI
2653;4/01/2022 0:00;NORTE DE SANTANDER;EL ZULIA;54;261;MANTHAN DISCOTEK;AV 1 # 2-141 LA MILAGORSA;URBANA;nataashausal17@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2655;4/01/2022 0:00;NORTE DE SANTANDER;EL ZULIA;54;261;COCO BONGO SHOW BAR;AV 1 # 2-162 LA MILAGROSA;URBANA;jessicapaolabarragan@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2656;4/01/2022 0:00;NORTE DE SANTANDER;EL ZULIA;54;261;MANTHAN DISCOTEK;AV 1 # 2-141 LA MILAGORSA;URBANA;nataashausal17@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2658;4/01/2022 0:00;NORTE DE SANTANDER;EL ZULIA;54;261;CASETA PARAISO;AV 1 # 2- 161 LA MILAGROSA;URBANA;rincon15@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA /;NO APLICA;SI;3/08/2022 0:00;FAVORABLE;SI
2725;4/01/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;TRIGO PAN REGIONAL;CENTRO;URBANA;no dato;Panadería y/o Pastelería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2611;4/04/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO EL DESPERTAR;CARRERA 11 # 13-80 EL PARAMO;URBANA;monky222@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;4/04/2022 0:00;FAVORABLE;SI
2612;4/04/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO CHIQUITIN TRAVIESO;CALLE 7N # 12-35 ANTONIO NARIÑO;URBANA;rosmeryv77@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;4/04/2022 0:00;FAVORABLE;SI
2726;4/04/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;RESTAURANTE NOHORA PEÑARANDA CALDERO;EL LLANO;URBANA;no dato;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;10/05/2021 0:00;FAVORABLE;SI
2681;4/05/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LAS MARIPOSAS;CARRERA 10 # 3N-29 SANTANDER;URBANA;paoladeldadotriana@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;4/05/2022 0:00;FAVORABLE;SI
2692;4/06/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO FRESITAS;CALLE 8N # 11-14 20 DE JULIO;URBANA;rossadelia054@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;4/06/2022 0:00;FAVORABLE;SI
2693;4/06/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LOS CORAZONCITOS;CALLE 4AN # 13-70 ANTONIO NARIÑO;URBANA;carorodriguez1506@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;4/06/2022 0:00;FAVORABLE;SI
2737;4/06/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;CAFETERIA GUACO;CENTRO COMERCIAL CIUDADELA LOCAL 25;URBANA;no tiene;Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;4/06/2022 0:00;FAVORABLE;SI
2738;4/06/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;AUTOSERVICIO EL CAMPEON;CENTRO COMERCIAL CIUDADELA LOCAL 49-59-60-61-50;URBANA;no tiene;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;4/06/2022 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2741;4/06/2022 0:00;NORTE DE SANTANDER;CHITAGA;54;174;RESTAURANTE Y CAFETRIA LA PARADA EL MIRADOR;VEREDA LA PALMERA;RURAL;cabezajulio97@gmail.com;Restaurante / Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;4/06/2022 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2778;4/06/2022 0:00;NORTE DE SANTANDER;PAMPLONA;54;518;ACADEMIA DE CAFE - LUISANA CAROLINA MORA COTUA;CARRERA 5 # 5-56 BARRIO CENTRO;URBANA;academia57pamplona@gmail.com;Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2781;4/06/2022 0:00;NORTE DE SANTANDER;HACARI;54;344;UNION TEMPORAL SEC NORTE 2022;KDX AZ-740 BARRIO LA QUEBRADITA;URBANA;yurleygalvais78@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Almacenamiento a temperatura ambiente / Dador de frío /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
3002;4/06/2022 0:00;NORTE DE SANTANDER;EL TARRA;54;250;TIENDA ADELUD;KDX 04-089;URBANA;no registra;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
3039;4/06/2022 0:00;NORTE DE SANTANDER;SAN CAYETANO;54;673;HOGAR COMUNITARIO MIMOSIN;CALLE 8 # 17-05 SANTA BARBARA, CORNEJO;RURAL;mariaebustamantec@outlook.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/09/2021 0:00;FAVORABLE;SI
